StockCode,Description,Date,Units_Sold,Revenue,Unit_Price,Year,Month,Quarter,Week,Day,DayOfWeek,Demand_Lag_1,Demand_Lag_2,Rolling_Mean_2,Naive_Forecast
22080,RIBBON REEL POLKADOTS ,2011-12-11,37,64.33,1.855,2011,12,4,49,11,6,37.0,51.0,46.0,43.0
22155,STAR DECORATION RUSTIC,2011-12-11,149,78.57,0.7104166666666667,2011,12,4,49,11,6,35.0,101.0,181.25,167.0
22093,MOTORING TISSUE BOX,2011-12-11,42,16.380000000000003,0.39,2011,12,4,49,11,6,26.0,65.0,58.0,20.0
22121,NOEL WOODEN BLOCK LETTERS ,2011-12-11,8,64.64,9.5,2011,12,4,49,11,6,8.0,25.0,12.5,17.0
22120,WELCOME  WOODEN BLOCK LETTERS,2011-12-11,1,19.96,19.96,2011,12,4,49,11,6,8.0,16.0,19.0,1.0
22094,RED RETROSPOT TISSUE BOX,2011-12-11,10,3.9,0.39,2011,12,4,49,11,6,93.0,113.0,130.75,14.0
22119,PEACE WOODEN BLOCK LETTERS,2011-12-11,98,203.28,2.559,2011,12,4,49,11,6,43.0,4.0,15.75,22.0
22118,JOY WOODEN BLOCK LETTERS,2011-12-11,82,123.26,2.6340000000000003,2011,12,4,49,11,6,16.0,5.0,8.5,15.0
22095,LADS ONLY TISSUE BOX,2011-12-11,49,43.95,1.425,2011,12,4,49,11,6,113.0,94.0,120.0,58.0
22117,METAL SIGN HER DINNER IS SERVED ,2011-12-11,3,8.850000000000001,2.95,2011,12,4,49,11,6,5.0,1.0,3.25,2.0
22116,METAL SIGN HIS DINNER IS SERVED,2011-12-11,9,12.989999999999998,1.49,2011,12,4,49,11,6,9.0,9.0,19.75,3.0
22096,PINK PAISLEY SQUARE TISSUE BOX ,2011-12-11,224,87.36000000000001,0.38999999999999996,2011,12,4,49,11,6,2.0,45.0,37.5,3.0
22115,METAL SIGN EMPIRE TEA,2011-12-11,56,54.24,1.3455555555555556,2011,12,4,49,11,6,28.0,49.0,46.75,19.0
22114,HOT WATER BOTTLE TEA AND SYMPATHY,2011-12-11,485,3120.21,5.879721212121212,2011,12,4,49,11,6,438.0,357.0,450.25,579.0
22097,SWALLOW SQUARE TISSUE BOX,2011-12-11,217,84.63000000000001,0.39,2011,12,4,49,11,6,7.0,21.0,36.0,15.0
22113,GREY HEART HOT WATER BOTTLE,2011-12-11,85,392.08,4.835954545454546,2011,12,4,49,11,6,110.0,108.0,146.5,189.0
22112,CHOCOLATE HOT WATER BOTTLE,2011-12-11,334,2118.69,6.542089743589744,2011,12,4,49,11,6,449.0,222.0,419.75,431.0
22098,BOUDOIR SQUARE TISSUE BOX,2011-12-11,5,6.09,0.9075,2011,12,4,49,11,6,139.0,13.0,58.75,27.0
22111,SCOTTIE DOG HOT WATER BOTTLE,2011-12-11,301,1557.78,6.399102564102565,2011,12,4,49,11,6,246.0,160.0,242.5,278.0
22110,BIRD HOUSE HOT WATER BOTTLE,2011-12-11,64,307.98,5.267571428571428,2011,12,4,49,11,6,124.0,39.0,69.5,123.0
22099,CARAVAN SQUARE TISSUE BOX,2011-12-11,12,17.1,1.16625,2011,12,4,49,11,6,15.0,13.0,30.25,9.0
22109,FULL ENGLISH BREAKFAST PLATE,2011-12-11,112,525.15,5.7435833333333335,2011,12,4,49,11,6,92.0,88.0,64.0,89.0
22108,PING! MICROWAVE PLATE,2011-12-11,32,66.52,2.3975,2011,12,4,49,11,6,14.0,6.0,8.5,7.0
22107,PIZZA PLATE IN BOX,2011-12-11,113,324.81,3.317333333333333,2011,12,4,49,11,6,51.0,39.0,41.75,23.0
22100,SKULLS SQUARE TISSUE BOX,2011-12-11,109,42.510000000000005,0.39,2011,12,4,49,11,6,2.0,2.0,49.0,5.0
22106,MIRROR MOSAIC HURRICANE LAMP ,2011-12-11,5,24.8,4.96,2011,12,4,49,11,6,6.0,6.0,4.5,6.0
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011-12-11,3,12.39,4.13,2011,12,4,49,11,6,4.0,0.0,1.0,4.0
22123,PING MICROWAVE APRON,2011-12-11,91,88.59,1.7920000000000003,2011,12,4,49,11,6,23.0,8.0,17.0,8.0
22201,FRYING PAN BLUE POLKADOT,2011-12-11,24,37.04,2.4233333333333333,2011,12,4,49,11,6,5.0,3.0,3.25,2.0
22124,SET OF 2 TEA TOWELS PING MICROWAVE,2011-12-11,49,58.75,1.6806666666666665,2011,12,4,49,11,6,17.0,0.0,5.25,5.0
22130,PARTY CONE CHRISTMAS DECORATION ,2011-12-11,24,20.4,0.85,2011,12,4,49,11,6,66.0,150.0,246.0,161.0
22154,ANGEL DECORATION 3 BUTTONS ,2011-12-11,178,80.09,0.6990277777777778,2011,12,4,49,11,6,89.0,316.0,256.5,724.0
22081,RIBBON REEL FLORA + FAUNA ,2011-12-11,35,65.95,2.2649999999999997,2011,12,4,49,11,6,2.0,29.0,15.75,10.0
22153,ANGEL DECORATION STARS ON DRESS,2011-12-11,197,92.17,0.625,2011,12,4,49,11,6,118.0,149.0,211.0,86.0
22152,PLACE SETTING WHITE STAR,2011-12-11,26,10.92,0.42,2011,12,4,49,11,6,14.0,653.0,196.5,55.0
22082,RIBBON REEL STRIPES DESIGN ,2011-12-11,61,113.77000000000001,1.832222222222222,2011,12,4,49,11,6,88.0,108.0,96.25,147.0
22151,PLACE SETTING WHITE HEART,2011-12-11,188,78.96000000000001,0.42,2011,12,4,49,11,6,239.0,262.0,171.25,103.0
22150,3 STRIPEY MICE FELTCRAFT,2011-12-11,141,302.19,2.8238095238095235,2011,12,4,49,11,6,130.0,91.0,111.5,111.0
22083,PAPER CHAIN KIT RETROSPOT,2011-12-11,129,421.6700000000001,3.8924,2011,12,4,49,11,6,101.0,153.0,144.75,215.0
22084,PAPER CHAIN KIT EMPIRE,2011-12-11,11,32.45,2.95,2011,12,4,49,11,6,0.0,0.0,0.0,46.0
22144,CHRISTMAS CRAFT LITTLE FRIENDS,2011-12-11,187,490.29,2.7464666666666666,2011,12,4,49,11,6,239.0,303.0,309.75,194.0
22085,PAPER CHAIN KIT SKULLS ,2011-12-11,11,50.190000000000005,4.665,2011,12,4,49,11,6,18.0,1.0,5.5,7.0
22142,CHRISTMAS CRAFT WHITE FAIRY ,2011-12-11,73,151.85,2.448857142857143,2011,12,4,49,11,6,116.0,235.0,218.25,75.0
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2011-12-11,80,259.35,3.322833333333333,2011,12,4,49,11,6,149.0,180.0,202.0,80.0
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2011-12-11,1492,5168.96,3.4214328744939264,2011,12,4,49,11,6,1562.0,1691.0,1710.5,1053.0
22139,RETROSPOT TEA SET CERAMIC 11 PC ,2011-12-11,145,864.47,6.63040404040404,2011,12,4,49,11,6,162.0,192.0,204.75,8.0
22087,PAPER BUNTING WHITE LACE,2011-12-11,46,135.70000000000002,2.95,2011,12,4,49,11,6,0.0,317.0,145.0,22.0
22136,LOVE HEART SOCK HANGER,2011-12-11,2,6.58,3.29,2011,12,4,49,11,6,0.0,0.0,0.0,4.0
22135,MINI LADLE LOVE HEART PINK,2011-12-11,28,17.5,0.7616666666666666,2011,12,4,49,11,6,15.0,7.0,16.25,1.0
22089,PAPER BUNTING VINTAGE PAISLEY,2011-12-11,6,17.700000000000003,2.95,2011,12,4,49,11,6,12.0,24.0,19.25,1.0
22134,MINI LADLE LOVE HEART RED ,2011-12-11,311,117.84999999999998,0.7370833333333333,2011,12,4,49,11,6,10.0,10.0,11.5,9.0
22090,PAPER BUNTING RETROSPOT,2011-12-11,60,190.04000000000002,4.001666666666667,2011,12,4,49,11,6,59.0,68.0,76.5,20.0
22133,PINK LOVE HEART SHAPE CUP,2011-12-11,19,16.93,1.11,2011,12,4,49,11,6,5.0,1.0,3.0,30.0
22132,RED LOVE HEART SHAPE CUP,2011-12-11,19,19.27,0.98,2011,12,4,49,11,6,5.0,4.0,32.75,11.0
22091,EMPIRE TISSUE BOX,2011-12-11,8,11.399999999999999,1.7700000000000002,2011,12,4,49,11,6,18.0,26.0,68.75,11.0
22131,FOOD CONTAINER SET 3 LOVE HEART ,2011-12-11,32,86.38,3.3125,2011,12,4,49,11,6,9.0,11.0,47.5,38.0
22092,BLUE PAISLEY TISSUE BOX,2011-12-11,3,1.17,0.39,2011,12,4,49,11,6,8.0,14.0,27.0,13.0
22203,MILK PAN RED RETROSPOT,2011-12-11,72,114.84,2.673125,2011,12,4,49,11,6,11.0,7.0,5.75,17.0
22031,BOTANICAL LAVENDER BIRTHDAY CARD,2011-12-11,26,11.74,0.625,2011,12,4,49,11,6,2.0,13.0,12.75,0.0
22207,FRYING PAN UNION FLAG,2011-12-11,95,407.11,6.2508,2011,12,4,49,11,6,10.0,35.0,19.25,43.0
22312,OFFICE MUG WARMER POLKADOT,2011-12-11,41,84.13,3.33,2011,12,4,49,11,6,20.0,48.0,35.25,47.0
21976,PACK OF 60 MUSHROOM CAKE CASES,2011-12-11,82,50.830000000000005,0.9065000000000001,2011,12,4,49,11,6,20.0,20.0,43.0,102.0
22311,OFFICE MUG WARMER BLACK+SILVER ,2011-12-11,152,410.68,3.6966666666666668,2011,12,4,49,11,6,15.0,15.0,54.25,32.0
22310,IVORY KNITTED MUG COSY ,2011-12-11,12,28.0,2.1966666666666668,2011,12,4,49,11,6,14.0,158.0,55.5,58.0
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-12-11,206,124.63000000000001,0.9456666666666667,2011,12,4,49,11,6,239.0,392.0,337.0,232.0
22309,TEA COSY RED  STRIPE,2011-12-11,12,45.06,3.955833333333333,2011,12,4,49,11,6,4.0,8.0,10.0,7.0
22308,TEA COSY BLUE STRIPE,2011-12-11,12,52.29,4.478,2011,12,4,49,11,6,5.0,10.0,10.5,9.0
21980,PACK OF 12 RED RETROSPOT TISSUES ,2011-12-11,66,27.499999999999996,0.61,2011,12,4,49,11,6,30.0,91.0,66.25,70.0
22307,GOLD MUG BONE CHINA TREE OF LIFE,2011-12-11,6,13.59,4.675,2011,12,4,49,11,6,55.0,55.0,69.5,20.0
22306,SILVER MUG BONE CHINA TREE OF LIFE,2011-12-11,20,21.200000000000003,1.06,2011,12,4,49,11,6,103.0,73.0,95.5,12.0
21981,PACK OF 12 WOODLAND TISSUES ,2011-12-11,64,35.48,0.6696,2011,12,4,49,11,6,13.0,53.0,48.25,72.0
22305,COFFEE MUG PINK PAISLEY DESIGN,2011-12-11,12,30.599999999999998,2.55,2011,12,4,49,11,6,2.0,0.0,1.25,19.0
22304,COFFEE MUG BLUE PAISLEY DESIGN,2011-12-11,43,95.86,3.203333333333333,2011,12,4,49,11,6,1.0,6.0,4.0,28.0
21982,PACK OF 12 SUKI TISSUES ,2011-12-11,107,50.00999999999999,0.6736666666666666,2011,12,4,49,11,6,27.0,96.0,90.0,164.0
22301,COFFEE MUG CAT + BIRD DESIGN,2011-12-11,34,105.97999999999999,3.955833333333333,2011,12,4,49,11,6,33.0,35.0,24.75,62.0
22300,COFFEE MUG DOG + BALL DESIGN,2011-12-11,27,76.08,3.654583333333333,2011,12,4,49,11,6,33.0,31.0,24.0,45.0
21983,PACK OF 12 BLUE PAISLEY TISSUES ,2011-12-11,43,19.81,0.715,2011,12,4,49,11,6,29.0,81.0,35.5,108.0
22299,PIG KEYRING WITH LIGHT & SOUND ,2011-12-11,433,168.87,0.39,2011,12,4,49,11,6,194.0,32.0,88.25,29.0
22297,HEART IVORY TRELLIS SMALL,2011-12-11,33,50.93000000000001,2.00625,2011,12,4,49,11,6,74.0,79.0,87.75,119.0
21984,PACK OF 12 PINK PAISLEY TISSUES ,2011-12-11,31,13.409999999999998,0.698,2011,12,4,49,11,6,14.0,55.0,26.25,64.0
22296,HEART IVORY TRELLIS LARGE,2011-12-11,6,16.46,3.016666666666667,2011,12,4,49,11,6,57.0,125.0,53.25,91.0
22295,HEART FILIGREE DOVE LARGE,2011-12-11,43,75.86999999999999,2.3333333333333335,2011,12,4,49,11,6,10.0,273.0,79.0,135.0
21985,PACK OF 12 HEARTS DESIGN TISSUES ,2011-12-11,68,30.04,0.5660000000000001,2011,12,4,49,11,6,105.0,112.0,99.5,67.0
22294,HEART FILIGREE DOVE  SMALL,2011-12-11,31,47.22,2.0566666666666666,2011,12,4,49,11,6,99.0,115.0,110.0,133.0
22288,HANGING METAL RABBIT DECORATION,2011-12-11,2,2.5,1.25,2011,12,4,49,11,6,0.0,2.0,0.75,4.0
22313,OFFICE MUG WARMER PINK,2011-12-11,27,40.79,3.01,2011,12,4,49,11,6,6.0,16.0,7.0,30.0
22285,HANGING HEN ON NEST DECORATION,2011-12-11,13,23.089999999999996,2.4699999999999998,2011,12,4,49,11,6,12.0,5.0,4.25,27.0
21975,PACK OF 60 DINOSAUR CAKE CASES,2011-12-11,72,44.50000000000001,0.7600000000000001,2011,12,4,49,11,6,100.0,237.0,161.75,42.0
22315,200 RED + WHITE BENDY STRAWS,2011-12-11,3,4.96,1.6533333333333333,2011,12,4,49,11,6,1.0,4.0,13.0,47.0
22338,STAR DECORATION PAINTED ZINC ,2011-12-11,366,111.62,0.49379999999999996,2011,12,4,49,11,6,446.0,453.0,476.0,67.0
21944,KITTENS DESIGN FLANNEL,2011-12-11,46,22.9,0.8722222222222221,2011,12,4,49,11,6,26.0,6.0,11.25,7.0
22335,HEART DECORATION PAINTED ZINC ,2011-12-11,38,34.3,0.9500000000000001,2011,12,4,49,11,6,42.0,21.0,42.25,52.0
21945,STRAWBERRIES  DESIGN FLANNEL ,2011-12-11,8,11.799999999999999,1.4749999999999999,2011,12,4,49,11,6,26.0,10.0,13.75,14.0
22334,DINOSAUR PARTY BAG + STICKER SET,2011-12-11,8,13.2,1.65,2011,12,4,49,11,6,1.0,11.0,9.25,0.0
21946,PARTY TIME DESIGN FLANNEL,2011-12-11,6,3.58,1.01,2011,12,4,49,11,6,1.0,1.0,0.5,2.0
22333,RETROSPOT PARTY BAG + STICKER SET,2011-12-11,21,34.65,1.65,2011,12,4,49,11,6,3.0,142.0,86.75,62.0
22332,SKULLS PARTY BAG + STICKER SET,2011-12-11,8,13.2,1.65,2011,12,4,49,11,6,0.0,20.0,14.75,10.0
22331,WOODLAND PARTY BAG + STICKER SET,2011-12-11,16,32.96,2.306,2011,12,4,49,11,6,5.0,17.0,33.75,53.0
21947,SET OF 6 HEART CHOPSTICKS,2011-12-11,5,11.09,2.1574999999999998,2011,12,4,49,11,6,7.0,12.0,15.25,7.0
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2011-12-11,9,26.330000000000002,2.675,2011,12,4,49,11,6,4.0,37.0,22.75,6.0
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2011-12-11,88,271.40000000000003,3.264666666666667,2011,12,4,49,11,6,96.0,244.0,120.75,1538.0
22327,ROUND SNACK BOXES SET OF 4 SKULLS,2011-12-11,36,174.24,5.234,2011,12,4,49,11,6,77.0,35.0,39.5,21.0
21948,SET OF 6 CAKE CHOPSTICKS,2011-12-11,5,12.3,2.46,2011,12,4,49,11,6,6.0,3.0,12.0,11.0
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,2011-12-11,233,674.5100000000001,3.4128,2011,12,4,49,11,6,145.0,258.0,212.0,122.0
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-12-11,8,19.68,2.46,2011,12,4,49,11,6,5.0,13.0,13.25,31.0
22324,BLUE POLKADOT KIDS BAG,2011-12-11,5,20.65,4.13,2011,12,4,49,11,6,7.0,1.0,3.25,15.0
22321,BIRD DECORATION RED RETROSPOT,2011-12-11,3,4.89,1.63,2011,12,4,49,11,6,2.0,37.0,20.0,22.0
21955,DOORMAT UNION JACK GUNS AND ROSES,2011-12-11,12,95.72,10.666666666666666,2011,12,4,49,11,6,2.0,17.0,6.25,10.0
22320,BIRDS MOBILE VINTAGE DESIGN,2011-12-11,2,11.9,5.95,2011,12,4,49,11,6,4.0,4.0,5.0,0.0
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2011-12-11,624,118.56,0.19,2011,12,4,49,11,6,0.0,36.0,12.0,60.0
22318,FIVE HEART HANGING DECORATION,2011-12-11,1,5.79,5.79,2011,12,4,49,11,6,4.0,1.0,3.0,12.0
21967,PACK OF 12 SKULL TISSUES,2011-12-11,36,18.0,0.6613333333333333,2011,12,4,49,11,6,20.0,50.0,47.25,181.0
22316,200 BENDY SKULL STRAWS,2011-12-11,1,1.25,1.25,2011,12,4,49,11,6,3.0,2.0,4.5,1.0
21974,SET OF 36 PAISLEY FLOWER DOILIES,2011-12-11,55,90.22999999999999,2.339166666666667,2011,12,4,49,11,6,54.0,61.0,64.5,30.0
22314,OFFICE MUG WARMER CHOC+BLUE,2011-12-11,90,174.48,2.6668,2011,12,4,49,11,6,19.0,3.0,13.0,57.0
22341,LOVE GARLAND PAINTED ZINC ,2011-12-11,5,16.450000000000003,3.29,2011,12,4,49,11,6,1.0,1.0,2.0,3.0
21986,PACK OF 12 PINK POLKADOT TISSUES,2011-12-11,31,13.41,0.5,2011,12,4,49,11,6,9.0,81.0,29.25,12.0
21987,PACK OF 6 SKULL PAPER CUPS,2011-12-11,16,12.36,0.9766666666666666,2011,12,4,49,11,6,12.0,19.0,85.75,0.0
22231,JIGSAW TREE WITH BIRDHOUSE,2011-12-11,12,7.08,0.59,2011,12,4,49,11,6,22.0,4.0,9.0,39.0
22024,RAINY LADIES BIRTHDAY CARD,2011-12-11,34,18.38,0.7274999999999999,2011,12,4,49,11,6,2.0,133.0,41.25,74.0
22229,BUNNY WOODEN PAINTED WITH FLOWER ,2011-12-11,1,0.39,0.39,2011,12,4,49,11,6,6.0,0.0,2.25,1.0
22228,BUNNY WOODEN PAINTED WITH BIRD ,2011-12-11,27,10.53,0.38999999999999996,2011,12,4,49,11,6,6.0,13.0,8.0,1.0
22227,HANGING HEART MIRROR DECORATION ,2011-12-11,60,43.800000000000004,0.95,2011,12,4,49,11,6,54.0,48.0,56.75,114.0
22224,WHITE LOVEBIRD LANTERN,2011-12-11,12,46.760000000000005,3.896666666666667,2011,12,4,49,11,6,20.0,41.0,21.75,24.0
22025,RING OF ROSES BIRTHDAY CARD,2011-12-11,18,10.02,0.6933333333333334,2011,12,4,49,11,6,1.0,17.0,14.75,77.0
22223,CAKE PLATE LOVEBIRD PINK,2011-12-11,1,9.96,9.96,2011,12,4,49,11,6,7.0,3.0,2.75,1.0
22222,CAKE PLATE LOVEBIRD WHITE,2011-12-11,5,44.790000000000006,8.7075,2011,12,4,49,11,6,9.0,6.0,8.5,2.0
22026,BANQUET BIRTHDAY  CARD  ,2011-12-11,20,11.68,0.7274999999999999,2011,12,4,49,11,6,25.0,6.0,23.75,25.0
22221,CAKE STAND LOVEBIRD 2 TIER PINK,2011-12-11,24,70.80000000000001,2.95,2011,12,4,49,11,6,15.0,1.0,4.25,1.0
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2011-12-11,73,215.35000000000002,2.95,2011,12,4,49,11,6,14.0,3.0,8.5,0.0
22219,LOVEBIRD HANGING DECORATION WHITE ,2011-12-11,28,31.599999999999994,1.318,2011,12,4,49,11,6,68.0,45.0,160.5,100.0
22027,TEA PARTY BIRTHDAY CARD,2011-12-11,88,38.6,0.5293333333333333,2011,12,4,49,11,6,26.0,21.0,112.75,42.0
22217,T-LIGHT HOLDER HANGING LACE,2011-12-11,263,102.57,0.39,2011,12,4,49,11,6,109.0,20.0,48.75,5.0
22216,T-LIGHT HOLDER WHITE LACE,2011-12-11,190,84.57999999999998,0.45749999999999996,2011,12,4,49,11,6,4.0,1.0,4.0,0.0
22028,PENNY FARTHING BIRTHDAY CARD,2011-12-11,29,14.23,0.707,2011,12,4,49,11,6,75.0,53.0,77.5,76.0
22215,CAKE STAND WHITE TWO TIER LACE,2011-12-11,85,264.43000000000006,3.6340000000000003,2011,12,4,49,11,6,8.0,2.0,3.75,1.0
22212,FOUR HOOK  WHITE LOVEBIRDS,2011-12-11,30,83.30000000000001,3.385666666666667,2011,12,4,49,11,6,67.0,40.0,42.5,92.0
22029,SPACEBOY BIRTHDAY CARD,2011-12-11,315,125.49,0.6416,2011,12,4,49,11,6,90.0,147.0,132.0,92.0
22211,WOOD STAMP SET FLOWERS,2011-12-11,16,25.58,1.7320000000000002,2011,12,4,49,11,6,19.0,49.0,35.75,8.0
22210,WOOD STAMP SET BEST WISHES,2011-12-11,86,76.3,1.1375,2011,12,4,49,11,6,26.0,54.0,33.0,17.0
22209,WOOD STAMP SET HAPPY BIRTHDAY,2011-12-11,90,77.16,1.4449999999999998,2011,12,4,49,11,6,6.0,21.0,17.5,4.0
22030,SWALLOWS GREETING CARD,2011-12-11,62,36.7,0.5566666666666666,2011,12,4,49,11,6,676.0,109.0,256.25,60.0
22208,WOOD STAMP SET THANK YOU,2011-12-11,17,23.95,1.3376190476190477,2011,12,4,49,11,6,65.0,95.0,90.75,10.0
22232,JIGSAW TOADSTOOLS 3 PIECE,2011-12-11,14,8.26,0.59,2011,12,4,49,11,6,35.0,16.0,17.75,32.0
22284,HEN HOUSE DECORATION,2011-12-11,12,19.799999999999997,1.65,2011,12,4,49,11,6,13.0,6.0,11.0,4.0
22233,JIGSAW RABBIT AND BIRDHOUSE,2011-12-11,5,5.65,1.94,2011,12,4,49,11,6,42.0,8.0,12.5,3.0
22248,DECORATION  PINK CHICK MAGIC GARDEN,2011-12-11,1,1.63,1.63,2011,12,4,49,11,6,0.0,0.0,4.25,0.0
22283,6 EGG HOUSE PAINTED WOOD,2011-12-11,7,63.49,10.563333333333333,2011,12,4,49,11,6,7.0,3.0,4.25,12.0
22282,12 EGG HOUSE PAINTED WOOD,2011-12-11,3,50.46,18.855,2011,12,4,49,11,6,1.0,5.0,5.25,4.0
22280,POCKET BAG PINK PAISELY BROWN SPOT,2011-12-11,7,16.009999999999998,2.2583333333333333,2011,12,4,49,11,6,6.0,18.0,10.0,3.0
22279,POCKET BAG BLUE PAISLEY RED SPOT,2011-12-11,13,30.77,2.30875,2011,12,4,49,11,6,28.0,31.0,36.0,8.0
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2011-12-11,25,246.39,9.695,2011,12,4,49,11,6,31.0,13.0,16.25,38.0
21988,PACK OF 6 SKULL PAPER PLATES,2011-12-11,15,13.529999999999998,1.045,2011,12,4,49,11,6,12.0,23.0,77.75,0.0
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2011-12-11,13,33.39,3.36875,2011,12,4,49,11,6,8.0,5.0,3.5,21.0
22276,WASH BAG VINTAGE ROSE PAISLEY,2011-12-11,6,18.54,4.17,2011,12,4,49,11,6,0.0,0.0,0.0,15.0
22274,FELTCRAFT DOLL EMILY,2011-12-11,29,94.07000000000001,4.2122222222222225,2011,12,4,49,11,6,96.0,51.0,62.0,35.0
21989,PACK OF 20 SKULL PAPER NAPKINS,2011-12-11,23,25.009999999999998,1.1425,2011,12,4,49,11,6,36.0,26.0,40.75,11.0
22273,FELTCRAFT DOLL MOLLY,2011-12-11,28,99.64,3.8588,2011,12,4,49,11,6,99.0,63.0,76.5,23.0
22269,EGG CUP NATURAL CHICKEN,2011-12-11,34,17.4,1.425,2011,12,4,49,11,6,5.0,36.0,23.5,2.0
21990,MODERN FLORAL STATIONERY SET,2011-12-11,84,178.81,1.8377142857142856,2011,12,4,49,11,6,61.0,65.0,77.75,30.0
22264,FELT FARM ANIMAL WHITE BUNNY ,2011-12-11,1,1.63,1.63,2011,12,4,49,11,6,0.0,0.0,0.0,1.0
22263,FELT EGG COSY LADYBIRD ,2011-12-11,1,1.63,1.63,2011,12,4,49,11,6,2.0,9.0,4.0,1.0
22262,FELT EGG COSY CHICKEN,2011-12-11,7,8.29,1.24,2011,12,4,49,11,6,4.0,20.0,10.5,15.0
22261,FELT EGG COSY WHITE RABBIT ,2011-12-11,8,13.04,1.63,2011,12,4,49,11,6,6.0,14.0,6.5,4.0
21991,BOHEMIAN COLLAGE STATIONERY SET,2011-12-11,21,44.4,1.930625,2011,12,4,49,11,6,39.0,13.0,33.5,10.0
22260,FELT EGG COSY BLUE RABBIT ,2011-12-11,5,8.149999999999999,1.63,2011,12,4,49,11,6,19.0,12.0,9.25,8.0
22255,FELT TOADSTOOL  SMALL,2011-12-11,12,10.2,0.85,2011,12,4,49,11,6,12.0,2.0,28.0,26.0
21993,FLORAL FOLK STATIONERY SET,2011-12-11,83,176.35,1.8578809523809525,2011,12,4,49,11,6,103.0,87.0,103.5,29.0
22254,FELT TOADSTOOL LARGE,2011-12-11,12,15.0,1.25,2011,12,4,49,11,6,12.0,1.0,10.5,12.0
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,2011-12-11,12,15.0,1.25,2011,12,4,49,11,6,0.0,18.0,15.0,0.0
22251,BIRDHOUSE DECORATION MAGIC GARDEN,2011-12-11,2,4.92,2.46,2011,12,4,49,11,6,6.0,8.0,5.75,1.0
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,2011-12-11,2,3.26,1.63,2011,12,4,49,11,6,0.0,0.0,1.75,0.0
22023,EMPIRE BIRTHDAY CARD,2011-12-11,15,7.53,0.7616666666666667,2011,12,4,49,11,6,14.0,27.0,17.25,17.0
22951,60 CAKE CASES DOLLY GIRL DESIGN,2011-12-11,69,44.25,0.8300000000000001,2011,12,4,49,11,6,84.0,209.0,194.25,207.0
21786,POLKADOT RAIN HAT ,2011-12-11,51,31.919999999999998,0.7481249999999999,2011,12,4,49,11,6,48.0,29.0,46.25,161.0
22549,PICTURE DOMINOES,2011-12-11,174,268.34999999999997,2.3458333333333337,2011,12,4,49,11,6,100.0,82.0,161.75,160.0
21471,STRAWBERRY RAFFIA FOOD COVER,2011-12-11,8,26.32,3.2900000000000005,2011,12,4,49,11,6,12.0,3.0,7.25,9.0
22804,PINK HANGING HEART T-LIGHT HOLDER,2011-12-11,26,90.9,3.186666666666667,2011,12,4,49,11,6,16.0,681.0,195.0,28.0
21479,WHITE SKULL HOT WATER BOTTLE ,2011-12-11,241,1465.49,5.481619047619048,2011,12,4,49,11,6,178.0,128.0,235.0,555.0
22802,FAUX FUR CHOCOLATE THROW,2011-12-11,14,111.30000000000001,7.95,2011,12,4,49,11,6,6.0,5.0,3.75,3.0
21481,FAWN BLUE HOT WATER BOTTLE,2011-12-11,111,459.72,5.068114285714286,2011,12,4,49,11,6,141.0,150.0,142.5,340.0
22801,ANTIQUE GLASS PEDESTAL BOWL,2011-12-11,24,99.08,6.487500000000001,2011,12,4,49,11,6,42.0,51.0,37.5,48.0
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,2011-12-11,19,97.22,6.06875,2011,12,4,49,11,6,38.0,12.0,23.5,47.0
21484,CHICK GREY HOT WATER BOTTLE,2011-12-11,65,354.18,6.103400000000001,2011,12,4,49,11,6,64.0,90.0,97.25,82.0
22799,SWEETHEART WIRE FRUIT BOWL,2011-12-11,15,44.25000000000001,2.95,2011,12,4,49,11,6,18.0,5.0,6.25,0.0
22798,ANTIQUE GLASS DRESSING TABLE POT,2011-12-11,124,403.40000000000003,4.421,2011,12,4,49,11,6,90.0,69.0,54.25,104.0
21485,RETROSPOT HEART HOT WATER BOTTLE,2011-12-11,106,555.49,6.219166666666666,2011,12,4,49,11,6,106.0,151.0,170.5,190.0
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2011-12-11,14,34.89,2.811666666666667,2011,12,4,49,11,6,55.0,28.0,39.0,72.0
22797,CHEST OF DRAWERS GINGHAM HEART ,2011-12-11,2,50.239999999999995,25.119999999999997,2011,12,4,49,11,6,3.0,10.0,3.5,5.0
21494,ROTATING LEAVES T-LIGHT HOLDER,2011-12-11,88,237.09,3.1807333333333334,2011,12,4,49,11,6,81.0,131.0,98.0,67.0
